<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
US1.MMM,15,20180503,173000,193.7500000,194.0400000,192.9500000,193.3000000,15100
US1.MMM,15,20180503,174500,193.2700000,193.2700000,192.4000000,192.6500000,16823
US1.MMM,15,20180503,180000,192.7000000,193.3000000,192.4700000,193.3000000,13977
US1.MMM,15,20180503,181500,193.1500000,193.8400000,193.0900000,193.5200000,8551
US1.MMM,15,20180503,183000,193.5700000,193.7800000,193.2000000,193.3600000,10800
US1.MMM,15,20180503,184500,193.3800000,193.5900000,192.9100000,193.0700000,8694
US1.MMM,15,20180503,190000,193.1100000,193.8300000,192.9900000,193.2900000,11685
US1.MMM,15,20180503,191500,193.3500000,193.6600000,193.3100000,193.6300000,4400
US1.MMM,15,20180503,193000,193.6900000,193.6900000,193.2300000,193.3600000,6235
US1.MMM,15,20180503,194500,193.5100000,195.1600000,193.5100000,195.1500000,9236
US1.MMM,15,20180503,200000,194.9100000,195.9700000,194.8700000,195.8600000,10863
US1.MMM,15,20180503,201500,195.9200000,195.9500000,195.5100000,195.6900000,8500
US1.MMM,15,20180503,203000,195.8500000,196.2000000,195.3500000,195.3700000,17177
US1.MMM,15,20180503,204500,195.4600000,196.5000000,195.3900000,196.4500000,9261
US1.MMM,15,20180503,210000,196.3200000,196.5400000,196.0300000,196.0300000,10300
US1.MMM,15,20180503,211500,196.0600000,196.0600000,195.6059000,195.6200000,8959
US1.MMM,15,20180503,213000,195.6450000,195.8400000,195.5700000,195.6800000,10019
US1.MMM,15,20180503,214500,195.7400000,196.6800000,195.7200000,196.5400000,9958
US1.MMM,15,20180503,220000,196.5050000,196.5100000,195.7450000,195.8000000,9001
US1.MMM,15,20180503,221500,195.9000000,196.5900000,195.9000000,196.5700000,11841
US1.MMM,15,20180503,223000,196.5300000,196.6900000,196.2900000,196.5100000,10730
US1.MMM,15,20180503,224500,196.5000000,196.6000000,195.4600000,195.5400000,10026
US1.MMM,15,20180503,230000,195.5200000,196.0700000,195.2500000,195.6700000,23291
US1.MMM,15,20180504,164500,195.0700000,195.0700000,194.1000000,195.0000000,9000
US1.MMM,15,20180504,170000,195.2200000,196.1700000,194.8200000,196.1500000,10800
US1.MMM,15,20180504,171500,196.0400000,196.1300000,195.4800000,195.9900000,14843
US1.MMM,15,20180504,173000,195.9500000,196.8600000,195.6500000,196.8600000,19225
US1.MMM,15,20180504,174500,196.7900000,197.7300000,196.6000000,197.5400000,8475
US1.MMM,15,20180504,180000,197.6600000,197.8700000,197.2600000,197.6200000,8700
US1.MMM,15,20180504,181500,197.6300000,198.2900000,197.6300000,197.9400000,8961
US1.MMM,15,20180504,183000,198.1700000,198.2600000,197.8900000,198.1850000,10110
US1.MMM,15,20180504,184500,198.1700000,198.3800000,197.9300000,197.9300000,5837
US1.MMM,15,20180504,190000,197.9300000,198.0400000,197.5900000,198.0400000,9430
US1.MMM,15,20180504,191500,198.0800000,198.3800000,197.9700000,198.1200000,5200
US1.MMM,15,20180504,193000,198.1600000,198.7600000,198.0700000,198.6700000,8527
US1.MMM,15,20180504,194500,198.7400000,198.7500000,198.4100000,198.6500000,13744
US1.MMM,15,20180504,200000,198.6500000,198.6600000,198.1500000,198.4100000,16908
US1.MMM,15,20180504,201500,198.5200000,198.7700000,198.4300000,198.6500000,15085
US1.MMM,15,20180504,203000,198.6800000,198.9700000,198.5800000,198.7600000,6100
US1.MMM,15,20180504,204500,198.7000000,198.8600000,198.5324000,198.5900000,3807
US1.MMM,15,20180504,210000,198.6300000,199.0200000,198.6000000,198.8100000,10934
US1.MMM,15,20180504,211500,198.8400000,199.4200000,198.8400000,199.2300000,6304
US1.MMM,15,20180504,213000,199.2700000,199.7700000,199.2500000,199.7600000,8700
US1.MMM,15,20180504,214500,199.7700000,199.8700000,199.4200000,199.6700000,14439
US1.MMM,15,20180504,220000,199.6800000,199.8000000,199.5100000,199.5100000,5600
US1.MMM,15,20180504,221500,199.5100000,199.9000000,199.4700000,199.8200000,7000
US1.MMM,15,20180504,223000,199.7700000,199.8100000,199.6250000,199.7200000,11898
US1.MMM,15,20180504,224500,199.7200000,199.7400000,199.5350000,199.6400000,9387
US1.MMM,15,20180504,230000,199.6100000,199.6500000,198.9900000,199.3000000,12785
US1.MMM,15,20180507,164500,200.2200000,200.7500000,199.7600000,200.4000000,15825
US1.MMM,15,20180507,170000,200.4900000,200.9800000,200.2200000,200.9800000,13438
US1.MMM,15,20180507,171500,200.9000000,200.9900000,200.4300000,200.5100000,10908
US1.MMM,15,20180507,173000,200.5400000,200.9200000,200.5000000,200.8700000,12003
US1.MMM,15,20180507,174500,200.8100000,200.8100000,200.2800000,200.6300000,16992
US1.MMM,15,20180507,180000,200.6200000,200.7600000,200.4500000,200.7600000,20292
US1.MMM,15,20180507,181500,200.6800000,200.6800000,200.1900000,200.3100000,16128
US1.MMM,15,20180507,183000,200.3200000,200.4090000,199.9500000,200.2000000,23603
US1.MMM,15,20180507,184500,200.2000000,200.5200000,200.0800000,200.1600000,40151
US1.MMM,15,20180507,190000,200.1500000,200.4900000,200.1500000,200.4000000,18400
US1.MMM,15,20180507,191500,200.4900000,200.5700000,200.1500000,200.1900000,5040
US1.MMM,15,20180507,193000,200.1500000,200.8200000,200.1500000,200.6300000,10288
US1.MMM,15,20180507,194500,200.5800000,200.5800000,200.2600000,200.3100000,8178
US1.MMM,15,20180507,200000,200.3600000,200.4300000,200.1500000,200.3400000,8000
US1.MMM,15,20180507,201500,200.3700000,200.4619000,200.1500000,200.4300000,5894
US1.MMM,15,20180507,203000,200.3400000,200.4500000,200.2700000,200.3900000,4900
US1.MMM,15,20180507,204500,200.3300000,200.4100000,200.2400000,200.3400000,4681
US1.MMM,15,20180507,210000,200.3200000,200.3800000,200.2600000,200.3300000,5574
US1.MMM,15,20180507,211500,200.3600000,200.3850000,200.2100000,200.2400000,20460
US1.MMM,15,20180507,213000,200.2700000,200.5000000,200.2600000,200.4300000,7000
US1.MMM,15,20180507,214500,200.3500000,200.6600000,200.2200000,200.2200000,14700
US1.MMM,15,20180507,220000,200.2200000,200.3400000,199.9200000,199.9900000,20586
US1.MMM,15,20180507,221500,200.0000000,200.2500000,200.0000000,200.0200000,56000
US1.MMM,15,20180507,223000,200.0500000,200.1200000,199.6100000,199.7500000,23784
US1.MMM,15,20180507,224500,199.7900000,200.1600000,199.5900000,200.0400000,16672
US1.MMM,15,20180507,230000,200.0400000,200.3100000,200.0250000,200.2300000,16446
US1.MMM,15,20180508,164500,199.5700000,200.1900000,199.5700000,199.8800000,14700
US1.MMM,15,20180508,170000,199.9250000,200.4800000,199.9250000,200.4260000,18712
US1.MMM,15,20180508,171500,200.4500000,201.1300000,200.4000000,200.9200000,6700
US1.MMM,15,20180508,173000,201.0200000,201.2100000,200.8900000,201.0700000,9357
US1.MMM,15,20180508,174500,201.1300000,201.7200000,201.1300000,201.4600000,13976
US1.MMM,15,20180508,180000,201.4300000,201.7700000,201.4200000,201.5700000,9350
US1.MMM,15,20180508,181500,201.5000000,201.5400000,200.9100000,201.3900000,8504
US1.MMM,15,20180508,183000,201.4300000,202.0600000,201.4300000,201.8100000,13258
US1.MMM,15,20180508,184500,201.7600000,202.0000000,201.5100000,201.5100000,11226
US1.MMM,15,20180508,190000,201.6100000,201.6600000,201.1800000,201.4200000,23368
US1.MMM,15,20180508,191500,201.4000000,201.4200000,201.2000000,201.3200000,13049
US1.MMM,15,20180508,193000,201.2400000,201.4400000,201.1300000,201.1800000,13979
US1.MMM,15,20180508,194500,201.1700000,201.3400000,201.1400000,201.3300000,7525
US1.MMM,15,20180508,200000,201.3200000,201.3400000,200.9700000,201.0900000,7033
US1.MMM,15,20180508,201500,201.0100000,201.3200000,200.9900000,201.2250000,29768
US1.MMM,15,20180508,203000,201.2200000,201.5800000,201.1500000,201.5800000,8023
US1.MMM,15,20180508,204500,201.6200000,201.6200000,201.1500000,201.1800000,8283
US1.MMM,15,20180508,210000,201.2300000,201.4700000,201.1500000,201.1900000,10200
US1.MMM,15,20180508,211500,201.1900000,201.6100000,201.1500000,201.3200000,9535
US1.MMM,15,20180508,213000,201.3600000,202.0700000,201.2800000,201.5600000,8788
US1.MMM,15,20180508,214500,201.5400000,201.6900000,200.6600000,200.7500000,20945
US1.MMM,15,20180508,220000,200.7500000,201.2200000,200.7500000,200.8500000,9038
US1.MMM,15,20180508,221500,200.8800000,201.5300000,200.7500000,201.4500000,12524
US1.MMM,15,20180508,223000,201.4900000,201.6400000,201.4000000,201.6400000,7700
US1.MMM,15,20180508,224500,201.6100000,201.7200000,201.5000000,201.5000000,11166
US1.MMM,15,20180508,230000,201.4000000,201.6400000,201.1700000,201.6400000,20781
US1.MMM,15,20180509,164500,202.1000000,202.7400000,201.9900000,202.6800000,20713
US1.MMM,15,20180509,170000,202.7500000,202.8800000,202.4800000,202.6100000,11802
US1.MMM,15,20180509,171500,202.3800000,202.9200000,202.3300000,202.9200000,7600
US1.MMM,15,20180509,173000,202.9100000,202.9100000,202.0100000,202.0100000,9217
US1.MMM,15,20180509,174500,202.0500000,202.3400000,201.3900000,202.0900000,21103
US1.MMM,15,20180509,180000,202.0700000,202.3550000,202.0300000,202.0800000,12400
US1.MMM,15,20180509,181500,202.1100000,202.1600000,201.5900000,202.0000000,7400
US1.MMM,15,20180509,183000,202.0000000,202.3000000,201.9900000,202.2400000,4400
US1.MMM,15,20180509,184500,202.2300000,202.4500000,202.1900000,202.4500000,4400
US1.MMM,15,20180509,190000,202.5100000,202.6900000,202.3000000,202.5500000,7761
US1.MMM,15,20180509,191500,202.5700000,202.9400000,202.5200000,202.8000000,8529
US1.MMM,15,20180509,193000,202.8900000,203.4200000,202.6900000,203.3200000,6951
US1.MMM,15,20180509,194500,203.2600000,203.5900000,203.2200000,203.5400000,6400
US1.MMM,15,20180509,200000,203.5000000,204.1100000,203.5000000,203.8800000,15491
US1.MMM,15,20180509,201500,203.8700000,204.1400000,203.8400000,204.0600000,8362
US1.MMM,15,20180509,203000,204.0500000,204.5600000,203.7000000,204.5500000,9949
US1.MMM,15,20180509,204500,204.5200000,204.5200000,204.1000000,204.2800000,5300
US1.MMM,15,20180509,210000,204.3300000,204.3500000,204.1600000,204.3100000,8700
US1.MMM,15,20180509,211500,204.2700000,204.4700000,204.1500000,204.4700000,12347
US1.MMM,15,20180509,213000,204.5500000,204.7000000,203.8300000,204.0700000,8939
US1.MMM,15,20180509,214500,204.0700000,204.2500000,203.9700000,204.1000000,7574
US1.MMM,15,20180509,220000,204.0900000,204.5100000,204.0900000,204.4500000,13100
US1.MMM,15,20180509,221500,204.4200000,204.4200000,204.0300000,204.0400000,7167
US1.MMM,15,20180509,223000,204.0400000,204.2500000,203.9100000,204.1800000,10345
US1.MMM,15,20180509,224500,204.1800000,204.2500000,203.3200000,203.3400000,15652
US1.MMM,15,20180509,230000,203.2900000,203.5200000,203.2200000,203.3700000,22958
US1.MMM,15,20180510,164500,202.6100000,204.2100000,202.3910000,203.9000000,89875
US1.MMM,15,20180510,170000,203.9100000,204.4300000,203.7600000,204.3100000,20155
US1.MMM,15,20180510,171500,204.3700000,204.3700000,203.7300000,203.7300000,16349
US1.MMM,15,20180510,173000,203.6800000,203.7400000,203.2800000,203.6900000,6750
US1.MMM,15,20180510,174500,203.8100000,204.2500000,203.6700000,204.1600000,9002
US1.MMM,15,20180510,180000,204.0300000,204.2500000,204.0200000,204.1100000,4014
US1.MMM,15,20180510,181500,204.0000000,204.2000000,203.8100000,203.9300000,9602
US1.MMM,15,20180510,183000,204.0800000,204.3200000,204.0500000,204.0800000,6440
US1.MMM,15,20180510,184500,204.0500000,204.4200000,204.0500000,204.3600000,7355
US1.MMM,15,20180510,190000,204.3900000,204.6000000,204.3000000,204.5600000,7215
US1.MMM,15,20180510,191500,204.6107000,205.2900000,204.5800000,205.2300000,13500
US1.MMM,15,20180510,193000,205.2000000,205.3200000,205.0500000,205.2700000,11253
US1.MMM,15,20180510,194500,205.2400000,205.4700000,205.2100000,205.4700000,10073
US1.MMM,15,20180510,200000,205.4600000,205.5200000,205.1350000,205.1700000,13282
US1.MMM,15,20180510,201500,205.3100000,205.3800000,205.0700000,205.0700000,8759
US1.MMM,15,20180510,203000,205.1800000,205.4200000,205.0800000,205.0900000,8606
US1.MMM,15,20180510,204500,205.1100000,205.2400000,204.8200000,204.9300000,7534
US1.MMM,15,20180510,210000,204.9000000,205.1400000,204.6300000,205.0100000,12797
US1.MMM,15,20180510,211500,205.0000000,205.2900000,204.8400000,205.2400000,14219
US1.MMM,15,20180510,213000,205.2200000,205.2800000,205.1100000,205.2600000,6800
US1.MMM,15,20180510,214500,205.2500000,205.2900000,204.5200000,204.9700000,5400
US1.MMM,15,20180510,220000,204.9700000,205.6100000,204.9700000,205.6100000,8115
US1.MMM,15,20180510,221500,205.5500000,205.6500000,205.1700000,205.3200000,7357
US1.MMM,15,20180510,223000,205.3500000,205.4100000,205.1200000,205.2700000,7969
US1.MMM,15,20180510,224500,205.2600000,205.4700000,205.1800000,205.2800000,7700
US1.MMM,15,20180510,230000,205.2500000,205.3100000,204.7900000,205.0100000,17192
US1.MMM,15,20180511,164500,204.7400000,205.2300000,204.2700000,205.0400000,86519
US1.MMM,15,20180511,170000,205.0500000,205.3000000,204.7900000,205.1200000,11000
US1.MMM,15,20180511,171500,205.3500000,205.3500000,203.8700000,204.2200000,15526
US1.MMM,15,20180511,173000,204.2000000,204.5900000,204.0000000,204.4000000,16969
US1.MMM,15,20180511,174500,204.4000000,204.8500000,204.0800000,204.5000000,11325
US1.MMM,15,20180511,180000,204.5400000,204.5700000,204.0700000,204.2800000,21690
US1.MMM,15,20180511,181500,204.2700000,204.6700000,203.9300000,203.9300000,11314
US1.MMM,15,20180511,183000,203.9600000,204.3200000,203.8700000,203.9800000,10907
US1.MMM,15,20180511,184500,204.1300000,204.3300000,203.6700000,204.0200000,11087
US1.MMM,15,20180511,190000,204.0000000,204.0000000,203.7100000,203.9400000,12799
US1.MMM,15,20180511,191500,203.9700000,204.5300000,203.9300000,204.0100000,7706
US1.MMM,15,20180511,193000,203.9900000,204.1800000,203.7900000,204.0000000,13287
US1.MMM,15,20180511,194500,204.0200000,204.2100000,203.8800000,204.1600000,46132
US1.MMM,15,20180511,200000,204.0700000,204.5200000,204.0700000,204.4900000,9454
US1.MMM,15,20180511,201500,204.4900000,204.6400000,204.4600000,204.6100000,9886
US1.MMM,15,20180511,203000,204.6000000,204.7200000,204.4900000,204.6000000,5893
US1.MMM,15,20180511,204500,204.5800000,204.6600000,204.5000000,204.5200000,5075
US1.MMM,15,20180511,210000,204.5400000,204.9100000,204.5300000,204.8200000,6775
US1.MMM,15,20180511,211500,204.8500000,204.8900000,204.4000000,204.4700000,8214
US1.MMM,15,20180511,213000,204.5000000,204.9700000,204.5000000,204.8600000,7706
US1.MMM,15,20180511,214500,204.8300000,205.0400000,204.7400000,204.8300000,11385
US1.MMM,15,20180511,220000,204.7500000,204.9200000,204.6200000,204.8600000,7643
US1.MMM,15,20180511,221500,204.8600000,205.1600000,204.7800000,205.0700000,9431
US1.MMM,15,20180511,223000,205.1200000,205.1200000,204.8900000,205.0000000,10146
US1.MMM,15,20180511,224500,204.9600000,205.2900000,204.9100000,204.9900000,11609
US1.MMM,15,20180511,230000,204.9500000,205.0800000,204.6500000,205.0800000,18823
US1.MMM,15,20180514,164500,205.7000000,206.0000000,205.2900000,205.2900000,16770
US1.MMM,15,20180514,170000,205.2500000,205.7400000,205.1000000,205.6800000,9220
US1.MMM,15,20180514,171500,205.6600000,205.6600000,204.9500000,205.5000000,10500
US1.MMM,15,20180514,173000,205.5000000,205.6200000,205.2100000,205.5300000,12622
US1.MMM,15,20180514,174500,205.5300000,205.9200000,205.5300000,205.6500000,9749
US1.MMM,15,20180514,180000,205.6500000,205.9800000,205.5800000,205.8300000,13729
US1.MMM,15,20180514,181500,205.7800000,205.8300000,205.7000000,205.7100000,4300
US1.MMM,15,20180514,183000,205.7000000,205.7000000,205.2500000,205.3500000,8728
US1.MMM,15,20180514,184500,205.3400000,205.8200000,205.3400000,205.4200000,9077
US1.MMM,15,20180514,190000,205.3400000,205.4200000,205.2500000,205.3000000,11900
US1.MMM,15,20180514,191500,205.3000000,205.6600000,205.3000000,205.3900000,9521
US1.MMM,15,20180514,193000,205.3500000,205.7200000,205.3000000,205.4100000,14408
US1.MMM,15,20180514,194500,205.4400000,205.5600000,205.2600000,205.2900000,30372
US1.MMM,15,20180514,200000,205.2900000,205.8000000,205.2100000,205.3800000,12186
US1.MMM,15,20180514,201500,205.3400000,205.4400000,205.2300000,205.2700000,16761
US1.MMM,15,20180514,203000,205.2700000,205.3400000,204.7300000,204.9900000,13280
US1.MMM,15,20180514,204500,204.9500000,205.2200000,204.8100000,205.1600000,6400
US1.MMM,15,20180514,210000,205.1900000,205.2400000,204.7916000,204.9000000,10995
US1.MMM,15,20180514,211500,204.9200000,205.0800000,204.7500000,204.8800000,9175
US1.MMM,15,20180514,213000,204.8600000,205.0900000,204.7100000,205.0000000,6619
US1.MMM,15,20180514,214500,205.0000000,205.2900000,204.9300000,205.2600000,16752
US1.MMM,15,20180514,220000,205.2500000,205.5300000,205.2000000,205.4500000,7254
US1.MMM,15,20180514,221500,205.4800000,205.9400000,205.4500000,205.9300000,10882
US1.MMM,15,20180514,223000,205.9300000,206.0300000,205.5600000,205.8300000,24805
US1.MMM,15,20180514,224500,205.7900000,205.8000000,205.4400000,205.4500000,10700
US1.MMM,15,20180514,230000,205.4100000,205.6900000,205.1500000,205.6500000,15888
US1.MMM,15,20180515,164500,205.0100000,205.5300000,203.6000000,203.7400000,9098
US1.MMM,15,20180515,170000,203.8400000,203.9400000,202.6200000,202.6900000,18536
US1.MMM,15,20180515,171500,202.8700000,203.1000000,202.5800000,202.7100000,9665
US1.MMM,15,20180515,173000,202.6850000,202.7800000,202.1900000,202.1900000,13669
US1.MMM,15,20180515,174500,202.1200000,202.6500000,202.1100000,202.1100000,8100
US1.MMM,15,20180515,180000,201.9200000,202.3000000,201.8500000,202.2300000,14798
US1.MMM,15,20180515,181500,202.2400000,202.2700000,202.0000000,202.1600000,6470
US1.MMM,15,20180515,183000,202.1700000,202.3200000,201.8000000,201.8000000,7080
US1.MMM,15,20180515,184500,201.8500000,202.2400000,201.8500000,202.2400000,9125
US1.MMM,15,20180515,190000,202.2300000,202.4300000,202.0500000,202.0500000,16012
US1.MMM,15,20180515,191500,201.9500000,202.0300000,201.6400000,201.8400000,11160
US1.MMM,15,20180515,193000,201.8400000,202.0200000,201.7600000,202.0100000,8756
US1.MMM,15,20180515,194500,202.0500000,202.2100000,202.0500000,202.2000000,8094
US1.MMM,15,20180515,200000,202.2100000,202.7000000,202.2100000,202.4700000,6840
US1.MMM,15,20180515,201500,202.4500000,202.5400000,202.2700000,202.3237000,12621
US1.MMM,15,20180515,203000,202.3100000,202.4000000,202.0601000,202.2200000,10850
US1.MMM,15,20180515,204500,202.1400000,202.2000000,201.8200000,201.9250000,6290
US1.MMM,15,20180515,210000,201.9900000,202.0700000,201.7400000,201.7400000,22156
US1.MMM,15,20180515,211500,201.7700000,202.0000000,201.7200000,201.9800000,24301
US1.MMM,15,20180515,213000,201.9600000,202.3300000,201.6800000,202.2100000,6702
US1.MMM,15,20180515,214500,202.3200000,202.5600000,202.2600000,202.3200000,12065
US1.MMM,15,20180515,220000,202.3700000,202.3700000,201.8300000,201.9200000,8723
US1.MMM,15,20180515,221500,201.9700000,202.1800000,201.8100000,202.0600000,5096
US1.MMM,15,20180515,223000,202.0305000,202.1600000,201.9300000,202.0900000,10649
US1.MMM,15,20180515,224500,202.0400000,202.3600000,202.0225000,202.0500000,10616
US1.MMM,15,20180515,230000,202.0600000,202.5900000,201.8300000,202.4400000,12372
US1.MMM,15,20180516,164500,200.4800000,201.0000000,200.0100000,200.0700000,15500
US1.MMM,15,20180516,170000,200.1000000,200.7700000,200.1000000,200.5000000,13407
US1.MMM,15,20180516,171500,200.4900000,200.7600000,200.1500000,200.2800000,11315
US1.MMM,15,20180516,173000,200.2200000,200.4900000,200.0500000,200.1700000,6568
US1.MMM,15,20180516,174500,200.2900000,200.2900000,199.6800000,199.7200000,9119
US1.MMM,15,20180516,180000,199.6600000,199.9407000,199.5800000,199.8900000,22800
US1.MMM,15,20180516,181500,199.8900000,199.9700000,199.5700000,199.5700000,5100
US1.MMM,15,20180516,183000,199.5700000,199.7200000,199.2100000,199.2700000,11658
US1.MMM,15,20180516,184500,199.3300000,199.4500000,199.1700000,199.2200000,9320
US1.MMM,15,20180516,190000,199.2100000,199.7600000,199.0600000,199.7600000,6883
US1.MMM,15,20180516,191500,199.8200000,200.4800000,199.7300000,200.3200000,14335
US1.MMM,15,20180516,193000,200.3300000,200.3500000,199.8100000,200.1500000,9500
US1.MMM,15,20180516,194500,200.2000000,200.5900000,200.2000000,200.4700000,8120
US1.MMM,15,20180516,200000,200.4900000,200.5200000,200.2100000,200.3300000,6904
US1.MMM,15,20180516,201500,200.3300000,200.4600000,200.1500000,200.2700000,17207
US1.MMM,15,20180516,203000,200.2500000,200.4800000,200.2350000,200.4550000,18228
US1.MMM,15,20180516,204500,200.4700000,200.5900000,200.4500000,200.4500000,4386
US1.MMM,15,20180516,210000,200.4100000,200.4900000,200.1900000,200.4900000,8160
US1.MMM,15,20180516,211500,200.5200000,200.8758000,200.5200000,200.7700000,18509
US1.MMM,15,20180516,213000,200.7500000,200.9700000,200.7300000,200.7700000,10501
US1.MMM,15,20180516,214500,200.7500000,200.7500000,200.5200000,200.6600000,7541
US1.MMM,15,20180516,220000,200.7100000,200.7700000,200.6100000,200.7100000,6600
US1.MMM,15,20180516,221500,200.5500000,200.5800000,200.1900000,200.2500000,5400
US1.MMM,15,20180516,223000,200.2000000,200.3100000,200.0700000,200.1200000,6368
US1.MMM,15,20180516,224500,200.1500000,200.2400000,200.0200000,200.0200000,9798
US1.MMM,15,20180516,230000,200.0000000,200.2300000,199.6000000,200.1600000,25489
US1.MMM,15,20180517,164500,199.2700000,199.6500000,199.0500000,199.5000000,62633
US1.MMM,15,20180517,170000,199.4100000,199.5700000,198.7100000,198.7100000,7500
US1.MMM,15,20180517,171500,198.7000000,199.6700000,198.7000000,199.5000000,12423
US1.MMM,15,20180517,173000,199.4900000,200.3500000,199.4900000,200.3100000,8800
US1.MMM,15,20180517,174500,200.3600000,200.9300000,200.2600000,200.6600000,8700
US1.MMM,15,20180517,180000,200.7200000,201.1200000,200.7200000,200.9200000,7500
US1.MMM,15,20180517,181500,200.9400000,201.3600000,200.9400000,201.0300000,10602
US1.MMM,15,20180517,183000,201.0400000,201.2100000,200.9500000,200.9700000,7167
US1.MMM,15,20180517,184500,201.0600000,201.1294000,200.7300000,200.9500000,6868
US1.MMM,15,20180517,190000,200.9900000,200.9900000,200.3700000,200.4950000,4515
